rating,title,text,date,author
7.0,Everyman in a political nightmare,"If you're not fond of the sight of blood, you might think twice about seeing ""The Secret Agent.""
Blood is the glue trying together the chapters of this Brazilian political thriller just nominated for four Academy Awards after winning the best-actor Golden Globe for Wagner Moura.Blood is both symbol and metaphor ... not to mention literal, as gallons of the stuff flows through the fast-paced action. It comes from numerous donors, including one gnarly shark. Sharks, and the movie ""Jaws,"" are another recurrent theme for writer-director Kleber Mendonca Filho.Marcelo Alves (Moura) is not a secret agent. Instead, he is a one-time university professor
forced underground by Brazil's military dictatorship of the 1970s after defying a ruthless industrialist trying to appropriate one of his patents.Now Marcelo is living in limbo in the city of Recife at carnaval time, hiding under an assumed identity in a halfway house for leftist enemies of the state, awaiting forged documents so he and his young son can flea the country.So rather than a badge of James Bond-style prowess, ""Secret Agent"" is, instead, a label bestowed on him by the authoritarian regime. A label, like illegal alien. Or domestic terrorist. Or a very nasty person ...
Filmmaker Filho paints the screen with washed-out primary colors and other details of '70s culture. Marcelo (that's no longer his name) drives a rickety yellow VW bug through streets teeming with revelers in front of gaudy storefronts. The line blurs between mardi gras hedonism and the frightened vigilance and other sorts of paranoia pervading life 24/7.Bullying oppression goes hand-in-hand with wall-to-wall corruption. The hired hitmen on Marcelo's trail are in cahoots with - or no different from - the father-and-sons goons running the police force. The journalists entrusted with reporting ""the news"" have to resort to coded urban legends like ""the hairy leg,"" a disembodied appendage that attacks LGBT+ lovers in public parks, rather than reporting the actual police brutality that leaves its victims in hospitals and morgues.Moura's performance spans the broadest range of emotions, from loving father and husband to an Everyman caught in a Kafkaesque political nightmare. Writer-director Filho has also received his share of awards beginning at Cannes, not just for the detail of this period piece, but for viscerally sharing the pit-of-the-stomach terror of living under an authoritarian dictatorship.Audiences elsewhere in the world, like those in his native Brazil, are familiar with the feeling.In the U. S., it's still a new sensation.",2026-01-24,rickchatenever
4.0,Very Boring Movie,"As usual, these ""weird"" movies find their way to the Oscars 😂. The Night Agent has a painfully slow pace, and for long stretches you feel like you're watching clues without a map. The atmosphere and production are solid, and there are moments that look genuinely well made, but the script feels messy and underwritten. Instead of building tension, it drifts, repeats itself, and leaves key beats unclear-so the payoff doesn't hit the way it should. With a tighter edit and a clearer narrative spine, this could've been a really strong film. As it is, it's more frustrating than intriguing.",2026-01-24,josetron
1.0,Politically motivated garbage,"This is a movie that has been created to push a single political agenda, as should be obvious. Communists good, capitalists bad. The cinematography is great, but the acting is stale and the pacing kills any hope of excitement. This is amateurish work. Stylistically it seeks only to copy the work of better filmmakers. The story itself is childishly simple; modern cinematography is used to draw it out and make it look like something more. There is nothing to see here.",2026-01-24,maxmill-21060
10.0,Insightful!,"I had a great time with this movie, it gave me a great insight about Brazil during that period that I find really interesting. Somehow it's keeps you hooked to the trama. The acting was great. I understand now why is nominated, it is really good. Waner has become one of my favorite actors, he is very versatile, carries the whole movie on his shoulders, which I find outstanding.",2026-01-24,CarlosMCabrero
5.0,Overhyped,"Not the film I expected especially after the Oscar nominations. Went to the theatre today buzzing, what I walked into though was rough pacing, mid soundtrack and story lacking. 5 at best. I just couldn't connect to it and I really tried. There are much better films to consume even in 2025 alone. Disappointed.",2026-01-24,fryzeegunner-83624
9.0,Masterclass,"This film is superb. I would recommend reading about it before watching, as being able to recognize the complex political context, brilliant nods to Brazilian folklore, etc will make the viewing more enjoyable and easier to understand scenes that may come across random or unnecessary that contribute to a deep story drenched in the complicated and impactful reality of Brazil's history and present times. The cinematography, humour, soundtrack and bright colours of costumes and set bring the same level of complexity as the politics and violence to the visual front.",2026-01-24,RaidonA
5.0,"Slow, hard to follow and too long, The Secret Agent is redeemed by a solid 3rd act","I headed into this really looking forward to it but was quickly met by the realisation that this was not well catered to the uninitiated, given that without any knowledge of 1970s Brazilian politics, I was missing out on key plot details and character motivations. The failure to convey necessary context is a valid criticism, considering that the film is catering to an international audience. The plot moves glacially for the first two hours, and despite being stylishly shot, I did not find it engaging and was prepared to give an more negative review. However, the final act is more tense, action-packed and intriguing thematically, so it ended on a strong point.",2026-01-23,Stargrazingreviews
5.0,Much Ado About Nothing,"The Brazilian film industry is living through an almost unprecedented moment of recognition, both at home and abroad. For years, the idea persisted that Brazil did not know how to make cinema, as if our production were limited to empty comedies from Rede Globo. Today, we are finally beginning to look at our own cinema with more maturity. The problem starts when recognition automatically becomes a synonym for quality. That is exactly where The Secret Agent enters the discussion.I came in with high expectations. I did not watch it in a movie theater, but the weight of Cannes, the Critics Choice Awards, and the Golden Globes had already created a promise of greatness. The shock was immediate: international praise does not guarantee personal involvement. What is acclaimed does not always connect with the viewer.I love historical productions, especially when major periods are shown through the eyes of those who are not at the center of power. That was how I saw The Secret Agent: the chance to follow an ordinary civilian being crushed by the dictatorship. Something very different from I'm Still Here (2024), which follows Rubens Paiva, a politician, a man from the social and intellectual elite. Here, the promise was different. The problem is that it is never fulfilled.The main obstacle is the screenplay: bloated, exhausting, and without a clear direction. There are too many unnecessary scenes and a constant sense of dispersion. It takes two hours and forty minutes for the film to finally try, only at the end, to say clearly what it actually wants to be.The much-talked-about ""hairy leg"" is the symbol of this detour. The Northeastern legend appears in a scene that is completely out of place, extremely stupid, and dramatically useless. It deepens nothing, expands no theme, and contributes nothing to the narrative. It only interrupts the rhythm and provokes the inevitable question: what am I watching?If it lost an hour of runtime, went through a new edit, and focused more on Marcelo's escape and his motivations, the film would be infinitely better. It lacks synthesis and suffers from indulgence.Still, there are clear merits. Wagner Moura delivers an impeccable performance. Tânia Maria is the great revelation, with a magnetic screen presence. The recreation of the 1970s is excellent: costumes, sets, cinematography, and aesthetic references are all carefully crafted. Technically, it is a rich and meticulous work.But cinema, above all, is screenplay. And this screenplay is fragile. When it fails, everything else becomes ornament. It can be beautiful, sophisticated, and well-produced, but it is never enough to compensate for the lack of narrative strength.I watched it on the eve of the Oscar nominations and, like any good Brazilian, I still hope it gets nominated. International recognition carries symbolic weight. It is just tiring to pretend that awards are synonymous with quality. They are, first and foremost, politics.The Secret Agent rides on the impact created by Walter Salles's film. Both deal with the dictatorship, but the similarities end there. While one is striking and revolutionary, the other is diffuse and easily forgettable. One establishes itself as a reference work. The other sounds like a footnote.It hurts to write this, because I wanted to like it. But The Secret Agent does not seem strong enough to survive the test of time in the popular imagination.",2026-01-22,LuanMarques1992
6.0,"Interesting, but weak as an experience.","Kleber Mendonça Filho has succeeded in maturing his filmmaking, and uses a more sophisticated language in ""The Secret Agent"" than in his previous films; the opening scene makes it clear that it will be a film that will work with subtext at various points. Despite having a well-developed subtext, ""The Secret Agent"" often feels like a film with a drawn-out script; its long duration is unnecessary, and this is evident in many moments. I don't know why many critics consider ""The Secret Agent"" a thrilling film because, for the most part, the film is slow, and not a meditative or poetic slowness, but a monotonous, everyday slowness... This may also be connected to the editing work, which could have made the film more dynamic. Despite these problems, ""The Secret Agent"" is a very interesting story about forgotten people, about crimes that are never punished, and of course, about Brazil. It's important to remember that Kleber Mendonça Filho is a person who carries a very politicized vision in his films, and this makes them more superficial than profound. There is no great philosophical work, no reflection that truly transcends pragmatism; this is one of Kleber Mendonça Filho's biggest flaws-being a filmmaker who looks at many things askance and forgets that the beauty of cinema lies in its richness philosophical, on the human side, in aesthetic refinement, etc...",2026-01-22,metodico
2.0,"Excess of Metaphor, Scarcity of Meaning","This review is written by a Brazilian cinephile. The fact that this is a national production does not impose on me any obligation to offer automatic praise, nor does it lead me to overlook flaws in the name of cultural patriotism. For me, cinema is, above all, precision, coherence, and narrative rigor. Having watched nearly seven thousand films over several decades - not counting the many titles revisited multiple times - I feel fully justified in offering a frank and uncompromising analysis, regardless of a film's country of origin. MarceloThe Secret AgentMarcelo (2025) was my first encounter with the work of Kleber Mendonça Filho, and unfortunately it resulted in deep disappointment.The film presents itself as a political thriller set in 1977, during Brazil's military dictatorship, but stumbles precisely where it should be most solid: narrative clarity, internal coherence, and dramatic discipline. From the opening moments, there is a tendency toward redundant symbolism. The decision to show full-screen photographs of artists who were prominent in Brazil in 1977 clearly aims to anchor the story in its historical period. However, only moments later, a title card explicitly states that the story takes place in 1977. The effect is unnecessary and weakens the introduction, as if the film felt compelled to overemphasize something already established.The gas station sequence exemplifies another recurring issue: the sacrifice of plausibility in favor of blunt allegory. Armando arrives at the station and there is a corpse abandoned beside it, exposed in the open air. Even after two policemen arrive, the body is ignored; one of them prefers to question Armando and search his car. Even considering the authoritarian context of the era, this situation is unacceptable from a basic standpoint of realism: a decomposing body would produce a strong odor, pose sanitary risks, and require immediate removal. Everything suggests that the corpse was deliberately left there as a symbolic representation of death made banal under the dictatorship. If that was the intention, the result is misguided and excessive, as it breaks the internal logic of the scene and undermines credibility.During the opening credits, the film briefly cuts away from Wagner Moura inside the car to return to the image of the corpse lying on the dirt. This repetition adds no new meaning, deepens no metaphor, and advances nothing narratively. It is merely another visual underline that reinforces the impression of empty insistence.The screenplay's structure weakens further with the abrupt introduction, around the 43-minute mark, of two young women sitting in front of laptops, listening to cassette tapes labeled with the year 1977 and the name Marcelo. The scene interrupts the main narrative without any explanation. We do not know who these women are, what time period they belong to, or how they relate to Armando. Only at the end of the film, when one of them speaks with a doctor - Armando's son - does it become clear that they are students researching the dictatorship era and the events surrounding Armando. This information, deliberately withheld, does not generate productive mystery; it merely causes confusion. A brief contextualization at the beginning would have sufficed. As presented, the scene feels intrusive and poorly integrated.Another example of narrative excess is the scene involving the German tailor Hans, played by Udo Kier. The character adds nothing to the plot, clarifies no relationships, and advances no conflict. It is a sterile detour that merely extends the runtime. The impression is that of a personal concession by the director to the actor, who passed away in November 2025, but cinema cannot be sustained by implicit tributes. Notably, Armando himself seems to share the viewer's boredom, leaving the scene without even acknowledging the delegate. Several similar moments appear throughout the film, scenes that exist without clear dramatic function.To be fair, the period reconstruction is impeccable. In this respect, the film deserves genuine praise. Cars, costumes, hairstyles, portraits of President Geisel on the walls, and the films playing in theaters in 1977 all demonstrate meticulous research and attention to detail. Unfortunately, this visual rigor contrasts sharply with a basic problem in the dialogue: imprecise diction. At several points, lines are difficult to understand, which further compromises an already confusing narrative.Information gaps multiply. In the secret meeting between Armando and Elza and Valdemar inside a movie theater, nothing is explained. Who are these people? What is their concrete relationship to Armando? Why are they recording the conversation? The film offers no sufficient clues for the viewer to construct meaning, treating the scene as if its importance were self-evident.The most problematic - and frankly embarrassing - moment occurs around the 1h49 mark, in the infamous leg sequence. Grandiose music accompanies the image of a severed leg lying on a lawn. This is followed by nighttime scenes in a public square where several people engage in sex as if it were an improvised outdoor brothel. The same leg appears walking among them. A cut shows a woman reading a newspaper article about the incident, oddly describing it as a ""shadow"" rather than a leg. Returning to the square, the leg begins attacking people. What had been, however flawed, a political drama suddenly veers into grotesque horror. The sequence is absurd, tonally incoherent, and ridiculous. Later we learn it is the same leg found inside a shark and stolen from the morgue by a corrupt policeman, who throws it into a river. If the goal was to make it disappear, throwing it into a river where it could float and be found again is an elementary contradiction. The film ends without ever clarifying the leg's narrative or symbolic relevance.The musical score and incidental music further aggravate the experience. They are intrusive, excessively dramatic, and emotionally manipulative, often at odds with the images. Rather than sustaining tension, they generate fatigue and irritation.Logical inconsistencies pile up in the final act. When Armando asks the delegate for help, he manages to identify Vilmar, the hired killer. Yet Marcelo points him out to the police while the man is shown from behind, talking on the phone, even though moments earlier Marcelo had not seen his face and had only been called by name. Soon after, Vilmar phones Augusto Borba, who answers at the beach near a public phone. How did the assassin know where to find him? After killing two policemen, Vilmar escapes and passes right by the officer guarding the entrance gate, who inexplicably lets him go.In the ensuing chase, Abdias, Borba's partner, pursues Vilmar. A seated bystander, upon noticing a bloodstain on the ground, spontaneously tells Abdias which direction the killer went. How did he know Abdias was chasing the murderer? After Abdias is killed, a newspaper reports that he was shot twice in the face, while the film clearly shows a single shot from behind. The same newspaper also gives the delegate's name as Leonardo Ferreira Monteiro, even though throughout the film he is identified as Euclides Cavalcanti. These are gross errors, difficult to excuse.Even the film's title is misleading. MarceloThe Secret AgentMarcelo suggests that Armando is some sort of clandestine operative, when in fact he is an ordinary citizen. One cannot expect viewers to know that during the dictatorship the term was informally used to describe unidentified agents linked to the regime. That context should be made clear within the film itself.Unanswered questions abound: Who is João Pedro, who appears to be Armando's superior? Who is the businessman Henrique Ghirotti? Why does he hire Augusto Borba and Abdias to kill Armando, when it is Armando who seems to harbor deep hatred toward Ghirotti? The logic behind the central motivations remains obscure.MarceloThe Secret AgentMarcelo ends as it begins: laden with symbolic pretensions but lacking narrative cohesion, dramatic clarity, and internal rigor. What could have been a sharp portrait of a dark chapter in Brazilian history dissolves into a collection of poorly articulated scenes, exaggerated allegories, and basic screenplay errors. The final impression is not one of productive unease, but of perplexity and exhaustion. A film that demands much from its audience, yet offers very little in return.",2026-01-21,Hildebrando_Martins_Almeida
,"Rather than focusing on large-scale espionage spectacle, the film emphasizes tension through character interaction.","The Secret Agent is one of Alfred Hitchcock's lesser-known spy thrillers, yet it offers an intriguing early look at the director's obsession with suspense, moral ambiguity, and the cost of deception. Loosely based on Joseph Conrad's novel, the film follows an undercover British agent whose mission blurs the line between duty and conscience.Rather than focusing on large-scale espionage spectacle, the film emphasizes tension through character interaction. John Gielgud's agent is not a traditional heroic figure; he is quiet, conflicted, and emotionally restrained. This choice makes the film feel introspective, highlighting how secrecy corrodes personal relationships. Madeleine Carroll's performance adds emotional weight, especially as trust begins to fracture under the pressure of lies.",2026-01-21,goheji
,"Rather than focusing on large-scale espionage spectacle, the film emphasizes tension through character interaction.","Peter Lorre stands out as the most memorable presence. His unsettling charm and unpredictability inject the film with dark humor and menace, foreshadowing Hitchcock's later fascination with morally ambiguous side characters.Stylistically, The Secret Agent shows Hitchcock still refining his craft. Some pacing issues and tonal shifts-particularly the mix of comedy and tragedy-can feel uneven. However, the film's central idea is strong: espionage is not glamorous, but morally compromising.",2026-01-21,yedeyi
8.0,And then all Hell breaks loose. For 5 minutes.,"Created with painstaking detail while divulging its narrative twists sparingly, Kleber Mendonça Filho's The Secret Agent is a slow burn delight. By the two hour mark the audience is treated to multiple absorbing digressions and a number of delicious tracking shots.Yet the exact nature of the film's plot remains elusive. By the film's conclusion multiple dangling threads remain and our natural desire for closure stymied. This goes to the film's themes of history getting lost in the fragility of memory. The modern day postscript sees the younger generation reconstructing the past as an effort to avoid historical mistakes.The ominous and dreadful opening scene sets the tone for late 70s Brazil. The Policia Militar are more interested in harassing Wagner Moura's Marcelo (Armando) than they are in investigating a dead body in the road. The dead body can't pay a bribe.Moura established his reputation in America off the back of his towering depiction of Pablo Escobar in Narcos. It is a Television leading man performance which rivals the works of Gandolfini and Cranston. The actor offers another bravura performance in The Secret Agent, one that highlights his range. Where his Columbian drug lord is an angsty raging alpha, his research professor is an often taciturn open-hearted omega.The Secret Agent brings to mind more recent South American history. Perhaps the hammer isn't mightier than the pen.Sometimes only time will tell.",2026-01-21,RyanM-350
4.0,Neither serves the thrill nor the politics!,"Aside from the captivating opening sequence and a somewhat engaging climax, I find that the film falls short of achieving its intended objectives, whether as a political critique or a thrilling narrative.Instead, it seems to linger in an 'in-between' space that feels distant and elusive, making it hard for me to appreciate its qualities or maintain my interest throughout its duration, if truth be told, it just didn't hold my attention.Wagner Moura's portrayal of Armando is commendable; he infuses the character with warmth and authenticity.However, considering the backdrop of the story, i.e. Brazil under a military dictatorship in '77, I anticipated a far more impactful and profound exploration of the subject matter in hand.I can still vividly remember Walter Salles' 'I'm Still Here,' which had garnered accolades at the Academy Awards previously, which In my humble opinion, was a much superior film that not only made the core characters feel close to me but also intricately wove comparable themes about dictatorship, murders, societal anarchy etc.",2026-01-20,SoumikBanerjee1996
9.0,the jaws of the past,"There is no espionage story in 'O agente secreto' ('The Secret Agent') by Brazilian director
Kleber Mendonça Filho, nor is there any connection to the novel written by James Conrad more than a century ago, which inspired many other films and television series. It is one of those films that is difficult to fit into a single cinematic style, which can belong to several genres or for which a special category should be invented. The film borrows its title from a scene in which the main character passes through a cinema hall in which the credits of a film (imaginary, with Belmondo!) of that name are being projected. 'O agente secreto' is also full of references to cinema around 1977 and in particular to Steven Spielberg's 1975 blockbuster 'Jaws' - and a screening room is the setting for several key scenes. This complex and interesting movie does not belong to the genre of films about films either. It combines political realism with Latin American fantastic to depict the struggle for survival of people living in a corrupt and violent society, in the midst of a period of dictatorship that lasted many decades and dominated the history of Brazil in the second half of the 20th century.The film starts as a road movie in the semi-desert landscape of northern Brazil, an arid country strewn with corpses and dominated by fear, to evolve into an atypical political thriller with a slow movie pace. The main hero is called Marcello or maybe Armando, as he sometimes hides his real identity. He flees from the authorities and the hired killers sent on his trail, waiting for the false passports that will allow him and his little boy to leave the country. The city of Recife where he arrives is a place of refuge and perhaps of transit to freedom or, in any case, to a world where his life is not in danger. A corner of a country dominated by political terror and endemic corruption. The reasons for his behavior will be gradually discovered by the viewers who will also get to know those around him: his deceased wife's parents, his neighbors - most of whom are fugitives like him -, the gullible politicians, the corrupt policemen and the hired killers, a kind of Tarantino-style heroes transported to Brazilian soil. Flashbacks will gradually complete the story of the film's hero's life, and the events that rush towards the end will only be clarified and put into context by an epilogue that takes place in our days.I also really liked the way the screenwriter and director Kleber Mendonça Filho built the narrative and how he brought it to the screen, transforming the cinematic spectacle into a violent realistic image of Brazil in the eighth decade of the last century. Mixed in are also elements of fantasy, as present in many novels and films of Latin America, which are packaged in this case with elements of Hollywood cinematic mythology. Spielberg and (again) Tarantino seem to have met in an episode of men under a history of dictatorship, fear and repression. I appreciated the remarkable gallery of portraits created by the filmmaker and exceptionally interpreted by a collection of formidable selected and guided actors. I will mention only two names: that of Wagner Moura who has already collected well-deserved awards for the lead role in the film and the German actor Udo Kier, in his last appearance on the screens in a heartbreaking supporting role. The full list should be very long. In my opinion, in this year with serious competition, 'O agente secreto' should collect several Academy Awards, and not just the one for Best Film in a Foreign Language.",2026-01-19,dromasca
7.0,A well-recreated period,"A perfect 70s aesthetic, evident in the costumes, hairstyles, and sets, as well as the film grain and camera angles. The lengthy setup of the plot requires some patience, but the script's reward is well worth the effort. Wagner Moura is indeed excellent. A beautiful way to conclude the film. To be savored with patience.",2026-01-17,alain_pinel
1.0,Boring,"While the espionage genre usually promises high-stakes tension and pulse-pounding intrigue, The Secret Agent delivers all the excitement of watching a committee file paperwork. Instead of a sharp, cinematic thriller, audiences are served a sluggish, heavy-handed narrative that feels less like art and more like a taxpayer-funded lecture.",2026-01-15,vhpcampos
8.0,A terrific Wagner Moura,"If you liked him as Pablo Escobar in Narcos and in Civil War, you will love Wagner Moura in this film. Although the movie runs long (2:41) and the story can get a little confusing, the end result is more than satisfying. Directed and written by Brazilian Kleber Mendonça Filho, the film takes the craziness of 1977 Brazil under a dictatorship, a story around a man trying to change his identity, and a large and talented cast (see in particular Tânia Maria as Dona Sebastiana) to make a film that I enjoyed from beginning to end.Moura plays a high-tech expert who is trying to evade his past by changing his name from Marcelo to Armando and moving to Recife during Carnival. His wife has died and his son Fernando lives with the maternal grandparents. Armando lives in a house run by Dona Sebastiana with other political refugees. He is trying to escape his past by taking a position in a local government records office. In a subplot that is not fully explained, he spends some of his time in the records office searching for lost identity records of his mother. Unfortunately, he cannot escape his past and he is targeted for assassination by a corrupt business executive who has a grudge against Marcelo/Armando. He is urged to flee the country while violence erupts among the local police and the hit men. The film ends with an update: Fernando is now a doctor in Recife but does not remember his father despite the availability of audio recordings and newspaper accounts.The above plot does not adequately describe Filho's wonderful storytelling that kept me spellbound for the entire movie. There is Moura's acting, the great cast full of colorful people, the setting of 1970s Brazil, and humor largely based around a shark (I won't give it away). This is definitely worth seeing.",2026-01-14,ProfWinerReviews
8.0,A World Built on Suspicion,"This one takes its time and doesn't rush anything. It's very talky, very slow, but in a way that feels intentional. The tension isn't about big moments, it's more about the constant unease, like something bad is always just around the corner.The mood does a lot of the work here. Everything feels heavy, suspicious, and morally messy, and that's what makes it interesting. On top of that, the art direction is excellent, with a strong visual identity and carefully composed frames that give the film a distinct look and atmosphere.Quiet, smart, and surprisingly gripping once it clicks.",2026-01-13,augustovlucca
3.0,Pamphlet,"Pamphlet from the Brazilian left that dominates state-funded cinema. The film is sold as a neo-noir thriller with Wagner Moura on the run from a mysterious past in Recife, but in reality it's a selective ode to the ""victim"" of the dictatorship: the pure, always-right, heroic leftist intellectual.Wagner Moura acts well (he always does), the cinematography lovingly captures 1970s Recife, there's decent pacing in parts and cool references (like Tubarão, the hairy leg). But the script is so manichean and one-sided that it becomes cheap propaganda. It only shows the side that suits today's PT narrative: ""we were the pure oppressed good guys, the coup came from eternal evil."" It deliberately ignores that corruption and authoritarianism don't have just one side - and that plenty of people on the left back then had their own skeletons.",2026-01-12,joaopauloxrocha
7.0,"Expected more, but good.","I had not even heard of The Secret Agent. I hadn't even seen a trailer and had to go to the ONE theater that was playing this film 50 miles away! But I was intrigued by the buzz around this film. Being a Brazilian film that was directed by Kleber Mendonça Filho I thought it was going to be great. Last year's great Brazilian film I'm Still Here which was one of the best films I saw made me go into this film with very high expectations.I have to say that even though I liked the film I was disappointed because I thought I would see a much better film. It is set in Brazil in 1977 during the Brazilian military dictatorship. Armando, played by Wagner Moura is a former professor who is fleeing persecution from the regime. He arrives in Recife to gets an apartment from a woman who gives shelter to various political refugees. Armando tries to reconnect with his son which had been raised by his in laws since his wife had died. Armando is in hiding because he's in danger and has to leave Brazil. All of this would be a lot more intriguing if the film was more focused. It is technically a thriller but director Kleber Mendonça Filho makes this film more about a collection of weird and quirky characters and a more satirical tone at times that reduce the tension. But the film feels more like a love letter to films the fire tor loves. There is a focus on Jaws, for instance that in many ways is a metaphor for what Armando is going through. Also, Sr. Alexandre, Armando's father in law is a projectionust at a Recife movie theater. There are so e great scenes there. Including huge line outside a showing of Jaws, and the audience reaction to The Omen. There's a plot point about a severed leg found in a shark that gets a lot of attention. Even a very funny dream sequence with that leg. Very funny scene but it breaks what should be a more compelling and tense story. When the 3rd act comes, there is some tension but not nearly as much as if it could have been there if the film has been more focused.Also, at almost 160 minutes the film is very slow.Good film, not as good as it could have beenGrade: B-",2026-01-07,flicklover
10.0,"Corruption, fear & quiet resistance-powerful masterpiece","Incredible movie set in 1977 Brazil dictatorship-corruption, police brutality, moral collapse everywhere (that shark leg scene is perfect satire). Armando on the run, mystery kept me hooked until reveals. Slow first half builds tension perfectly. Themes of resistance, fear, lost humanity hit hard. Wagner Moura amazing. Tiny issue: early slow burn, but worth it. Deserves all awards-perfect 10/10.",2026-01-05,DrGadimov
9.0,Time doesn't care. *Spoilers*,"The Secret Agent finds its greatest brilliance in the way it closes its own narrative. By revealing Armando/Marcelo's death through a newspaper, the film does something rare and profoundly human: it shows that life simply goes on. The son, who loved his father deeply, grows up - and because he lost him so early, barely remembers him as an adult. As happens with so many real lives.There is something harsh and deeply true in this. Our lives matter immensely while we are living them, yet many of them are lost in the vast sea of time and space. And when they do survive, they are not always remembered as they truly were. We do not control our own narrative - and the film seems painfully aware of this silent tragedy.That said, the film's pacing is debatable. The plot unfolds with great artistry and restraint, supported by exceptional production design. The faded tones of the 1970s are not merely aesthetic; they feel like a state of mind. The production is impeccable in every detail.Wagner Moura's performance is outstanding. At many moments, I completely forgot the actor and truly believed I was watching Marcelo/Armando himself. That kind of disappearance of the actor into the character is rare and powerful.By the end, I was deeply impressed - but I would not watch it again. This is not a film made for entertainment. It is intense, dense, almost emotionally exhausting. There is something cathartic about it, and perhaps even nihilistic, in the sense that it confronts the loss of meaning, the erosion of memory, and the indifference of time toward individual stories.The Secret Agent does not comfort. It confronts. And perhaps that is precisely why it leaves such a lasting impact.",2026-01-04,lusobrosa
8.0,Ordinary corruption in beautiful colours,"Brazil in the 1970s, military regime is brutal, and ultra-liberal economy feeds, as in other dictatorships, a rampant omnipresent corruption amongst the powerful, the uniformed and, basically, anyone who has information or a neighbour to sell.Kleber Mendonça Filho, the director and writer, has a taste for the resistance and resilience of ordinary people against institutionalised violence. His central characters, each of them brilliantly brought to the screen by an inspired cast, is un-ambiguous morally but ethically confused. From corrupt policemen and their lot to fleeing idealist and his network of helpers, they belong to a manichaeans world split, but their actions tend to get away from them and the side they incarnate. That prevents the 160 minutes length of the film to become boring.That, plus the beautiful cinematography. Colour becomes a language of itself, which often emphasises by opposition the darkness of the actions. For instance the drab repulsive corruption of day to day policemen is even more blatant when shot in a dried out extra sunny landscape of fields, by the whitewashed walls and roadsigns of a gas station, where a Yellow Volkswagen driver is their target feet away from a days old decaying body, which everybody ignores but a hoard of famished dogs.Beyond being a tense thriller, the movie is also a political work. Two movies are quoted, The Omen, and Jaws, two perfect caricatures of evil lurking below the surface of the United States colonial and eco-liberal politics of the sixties and seventies, often relying on authoritarian conservative regimes installation. Mendonça Filho may well be delivering us a warning as to the return of these times. Similarly, the suggestion that carnivals and/or sensationalist tabloid like medias participate in hiding from us deeper violence and oppression is probably not a gratuitous twist of the scenario. But this is done discreetly and does not distract from the core thriller genre of the movie: Individual running away from a corrupt network of powerful enemies and trying to save himself and his family.",2026-01-04,jjr4
9.0,Intense and unsettling,"The film has a very interesting and beautiful representation of Brazil in the 70s, full of cool references to the culture of the time, including films from the 70s that are now classic cults. The pacing builds up to a strong ending, that i have to admit i felt it was interrupted. The final persecution scene left everyone in the theater on the edge of their sits, but for some reason the director cuts for another scene and ends the film... but overall quite good film, it impresses me how brazilian cinema is evolving fast, one film better than the other, lately. The Secret Agent is not the action thriller in the ""Hollywood"" sense, because it has a lot of political undertones and works with cultural peculiarities from southern american countries that western cinema has dificulty to understand and value, but it's quite a unique film from a national industry that is learning how to make films using the aesthetics and comercial language from Hollywood, and it's working quite well.",2025-12-29,felipearielm
10.0,"Political Cinema Rooted in Myth, Streets, and Silence","What fascinated me most about The Secret Agent is how the film operates through silence, implication, and tension rather than exposition. Its political dimension is always present, but never didactic. Power, surveillance, fear, and masculinity are explored through gestures, absences, and atmosphere instead of speeches. The film trusts the viewer to read between the lines - and that trust is rare and deeply satisfying.There is also a strong sense of Recife as both myth and territory. The city is not just a backdrop, but a living presence shaped by memory, folklore, and urban tension. The film's connection to street-level cinema - grounded, physical, and attentive to everyday spaces - reinforces its political and symbolic weight. Restrained, unsettling, and deeply intelligent, this is an 10/10.",2025-12-25,rhuamaaz
6.0,Too much is too much,"I really wanted to enjoy this film more than I did. The acting is good, the story is interesting enough to watch, the grindhouse/vintage style of filming was intriguing. So, what went wrong?Well for starters, the film is about 45 minutes longer than it should be. There was multiple occasions I kept asking myself ""why was this scene included in the film?"" and most of the time, the scene never connects to rest of the film. It's screams extra just to be extra. Somewhere in the middle the film loses it's grip and doesn't regain it until the last 20 minutes or so. With some tighter editing, this could have been a great film!Other than that, my only complaint is how hyped up the violence was and people calling it disturbing. We've seen worse done to better people on screen. It was nothing to write home about. In fact, I found the scene to be hilarious considering what was being done and to whom. An absolute riot of an ending, it's too bad what follows in the small epilogue is kind of depressing. Had the chance to end it on a higher note but, like most movies these days, it ends on a sour note.Overall, not a bad film. It's actually very good if you ignore that the film meanders quite a bit and that causes the enormous runtime to feel bloated and unnecessary in parts. I would recommend it, but it's a tough recommendation due to it's length. If you do see it, just be advised, it's a long film.3 dirty cops out of 5.",2025-12-23,nicolasroop
